-1.215062054171141659e+00,-9.197862878145378618e-01,1.236515707626493876e+00,1.273958696380039779e+00,-4.892647133126838965e-01,-1.243042634191597218e+00,1.901889385508169106e+00,7.646350714946160976e-02,2.220477725178840789e+00,-6.445689384530600696e-01
-1.096262806318931693e+00,-2.808021957015338979e-02,1.043403850927789867e+00,1.625591269277565920e-01,-2.261858674575279449e-01,5.745981136835300040e-02,-2.720276061305847426e-01,2.537156933646688373e+00,1.931811846613918693e+00,6.885908153100164797e-02
2.217759809907180468e-01,1.201246017426480517e+00,2.393504476567571260e+00,1.043972470489816118e+00,5.434970693767999794e-01,1.929172839707495868e+00,-5.653170580902500131e-01,1.522975410340317248e+00,-5.808592482140333413e-01,2.127409130006128635e+00
6.031658378095270390e-01,-1.152075325818523677e+00,4.179019023513607656e-01,3.634313331455958918e-01,-2.889719410086108442e-01,-2.846289958931717545e-01,3.818687359593130048e-02,-2.481303970608282672e+00,4.309052279006857500e-01,2.974706341231722617e-01
-1.173142807401868909e-01,-5.353499318448760036e-01,-1.686725879035715359e+00,-1.297256030549728711e+00,-3.075494432960433677e+00,-1.532610064584949638e+00,3.158805073941169383e-01,-4.519339957899739524e-01,1.441609479734309029e-01,5.712083185806479113e-01
-6.579321932482896651e-01,-3.245775981238014918e-01,-8.651561236858690274e-01,3.918252772919111337e-01,-6.642140391752668904e-01,-1.408524786264230555e-01,7.025052141638427061e-02,9.653695073894391632e-01,-1.610672532880309815e-02,-7.750670470144700452e-01
2.994881095915187807e-01,1.165700323694820018e+00,3.542602733176954954e-01,5.312638202178563418e-01,-4.625093422892850858e-01,-6.451669653389447978e-01,4.855458177245674523e-01,-5.348079082299804776e-01,-6.579977886750215665e-01,2.916407303866081283e-02
-1.376514276742945464e+00,1.445511552706556291e+00,2.210244875833626832e+00,-1.477266570887741048e+00,6.483567296504373356e-01,6.942332943752718144e-01,-7.855018637474444620e-01,3.051791470280559859e-01,1.119680038911814224e+00,-1.772487805239793546e-01
-6.328820393876507522e-01,-2.421671806472594835e+00,-6.612664652739542737e-01,-1.739026728401048993e+00,7.188567106943759555e-01,-1.816065166262279762e+00,8.297306057948030666e-01,-4.324095174145742293e-01,1.307835948820974259e-01,-3.998757268317830182e-01
-7.917740494314181587e-01,1.393982152331206148e+00,9.041089970985149993e-01,6.452850021992213581e-01,-1.645376330362636752e+00,5.028693969777738859e-01,7.969744808724359142e-02,-8.103105459899850871e-01,1.816627752550725061e+00,4.754961151964943178e-01
